biomarkers,E-GSM1031158,E-GSM1031159,E-GSM1031160,E-GSM1031161,E-GSM1031162,E-GSM1031167,IPS-GSM1031146,IPS-GSM1031147,IPS-GSM1031148,IPS-GSM1031176,IPS-GSM1031177
cg24576270,0.01491182,0.01325691,0.01610236,0.01552494,0.003177163,0.006568717,0.01370116,0.01220757,0.01198885,0.02862336,0.01565591
cg24576425,0,0.1204915,0.1335234,0.1621056,0.02272491,0.1414225,0.1191464,0.1092928,0.1117263,0.09129491,0.08068386
cg24576735,0.01493149,0.00371364,0.002263111,0,0.02307715,0,0.01233448,0.007969188,0.01596189,0.01233226,0.009389644
cg24577137,0.03598747,0.02948525,0.03260086,0.0333839,0.04006087,0.02984422,0.03365809,0.0457889,0.03479511,0.03005848,0.03527194
cg24579667,0.6297258,0.7265892,0.7107162,0.6485798,0.7961636,0.6961563,0.6716077,0.7643451,0.6898608,0.6600678,0.680404
cg24579896,0,0.05580064,0,0.04710907,0,0,0,0,0,0,0
cg24580001,0.7787708,0.7591143,0.7725322,0.7667133,0.7712916,0.7292475,0.8197419,0.7713484,0.814361,0.7583555,0.7392266
cg24580056,0.8506726,0.7416018,0.8763947,0.8717573,0.887777,0.84594,0.8839896,0.8928421,0.885989,0.8548845,0.874333
cg24580185,0.03572913,0.04583399,0.03765506,0.04520132,0.009514853,0.02032366,0.02783342,0.01377325,0.02217681,0.04868168,0.03135053
cg24580526,0.03353906,0.02001662,0.03428715,0.058235,0,0,0,0.007964271,0.000675936,0,0
cg24580782,0.9230705,0.9234965,0.9015056,0.9283591,0.943186,0.9481523,0.9142907,0.9455156,0.9366619,0.898678,0.8996667
cg24582500,0.05992435,0.0630786,0.0625309,0.07192034,0.08250523,0.05139153,0.1646239,0.2116921,0.1951869,0.1276589,0.1505898
cg24585690,0.2267909,0.7163727,0.6486004,0.6750093,0.4883405,0.7439938,0.7105311,0.769017,0.7269605,0.6989011,0.6342429
cg24587268,0.006645808,0.1223708,0.06980683,0.1416249,0.01306522,0.05229145,0.1205506,0.09718723,0.1603173,0.07376072,0.05575164
cg24588599,0,0,0.02167974,0.001081616,0.007747971,0,0.006470502,0.0163727,0.01343148,0,0
cg24592207,0.0138871,0.01287344,0.006929199,0.01918874,0.03454131,0.01895834,0.01824152,0.02437189,0.01969441,0.02457884,0.02326514
cg24592364,0.02005585,0,0.01752764,0.02464371,0.03012249,0.01623122,0.05368081,0.02407717,0.04066421,0.02488939,0.03021829
cg24593475,0,0.02738415,0.001331343,0.005011195,0.01614268,0,0,0,0,0,0
cg24594997,0,0.01812798,0,0.04299185,0,0,0,0.002983497,0.000721208,0,0
cg24595957,0.02271847,0.02114614,0.02322498,0.01116177,0.02651048,0.009331516,0.01407293,0.01796924,0.01509331,0.0135823,0.007754073
cg24596472,0.01053943,0.02417772,0.03827492,0.03014822,0.03242517,0.0195804,0.02536008,0.03431958,0.03221041,0.01339331,0.007919914
cg24596576,0.03421886,0.02804879,0.03797605,0.04500774,0.01709848,0.005516221,0.01333167,0.01870455,0.01507664,0.008170354,0.001039895
cg24597988,0.3819005,0.07570332,0.6523888,0.7799175,0.821129,0.6457622,0.8210407,0.8485579,0.8255411,0.6807663,0.7077799
cg24599739,0.3202246,0.01020401,0.4791725,0.02985689,0.4594716,0.521648,0.02590974,0.03400641,0.02039469,0.01440695,0.000141741
cg24599942,0.2816609,0.5107319,0.4960115,0.5953141,0.1222488,0.5641456,0.5596543,0.4583802,0.5868531,0.3680049,0.3759825
cg24602243,0.0705087,0.05214317,0.04485912,0.03909002,0.05870124,0.04688007,0.06003027,0.06895301,0.05444884,0.07105935,0.05362005
cg24603941,0.6711186,0.4595535,0.6525981,0.7837444,0.7604535,0.8086088,0.8225241,0.8789181,0.8995272,0.7316598,0.6460209
cg24605304,0.01102624,0.03474992,0.03152394,0.0373558,0.02324048,0.03721236,0.04237282,0.103202,0.04809389,0.02051076,0.01786158
cg24606773,0,0.007700914,0.02946713,0,0.02189645,0,0.00417117,0.0139423,0.01053903,0,0.005685611
cg24607398,0,0.01480385,0.08831099,0.09063102,0.03185537,0.05572983,0.09082746,0.07528466,0.1197455,0.08996849,0.07410913
cg24607535,0.5064899,0.573808,0.7154575,0.7993634,0.7367876,0.6267645,0.7671979,0.6547982,0.7741614,0.6418933,0.7303402
cg24608308,0,0.01292943,0.01563463,0.0196426,0.0527547,0.01213953,0.005230093,0.007932117,0.007758786,0.008114124,0.002745328
cg24608774,0.0879473,0.05951786,0,0.1492568,0.1274682,0.01763851,0.03329124,0.04200345,0.05324212,0.003977029,0
cg24611092,0.6974116,0.5679267,0.6396418,0.6745608,0.7617082,0.6666996,0.7179574,0.7691829,0.7049296,0.4383009,0.4297935
cg24611631,0,0.01909429,0.03535924,0.007541545,0.01026724,0,0,0.004126394,3.98E-05,0.000758117,0
cg24612198,0.6861693,0.5195343,0.5986342,0.6769168,0.7441072,0.6918869,0.7694624,0.8019344,0.764413,0.693004,0.7115406
cg24612772,0.03670079,0.09443263,0.02450198,0.1770039,0.1141588,0,0,0.006592356,0.007795764,0.01981974,0
cg24613957,0.9485485,0.8678304,0.8499069,0.8944789,0.8905961,0.9031451,0.8651765,0.865853,0.8757777,0.8029991,0.8178234
cg24615044,0.02407211,0.04433762,0.03893347,0.02414813,0.03456833,0.01848388,0.02477658,0.02185361,0.02260293,0.03022244,0.02348552
cg24615251,0.6854965,0.6564362,0.7373763,0.8134569,0.8031136,0.7037103,0.8144621,0.8267885,0.7856414,0.7386591,0.7917444
cg24616461,0.01487684,0.01329206,0.01067749,0.008122485,0.01675,0,0.01583101,0.017613,0.02551278,0.00461322,0.00549279
cg24616736,0.09369262,0.005529644,0.3492552,0.04110115,0.03934141,0.3372034,0.2956631,0.3379084,0.3661194,0.301699,0.2615522
cg24618244,0.01496529,0,0.02129322,0.004119327,0.007184514,0.01916255,0.004248753,0.006422336,0.008844837,0.007883294,0.001139967
cg24618716,0.004702235,0.01800286,0,0.01771795,0,0,0.007185615,0.003388314,0,0.00415583,0.01257791
cg24619694,0.03302514,0.1986648,0.1293626,0.1781416,0.07158878,0.1105002,0.1320549,0.2093661,0.2395503,0.07807509,0.01408495
cg24620905,0.02739386,0.1213202,0.1362126,0.1554198,0.04833859,0.113488,0.13378,0.1168836,0.1345988,0.04385371,0.05097203
cg24621042,0.8127595,0.710436,0.7938268,0.7557148,0.7644919,0.7671719,0.7535055,0.7640394,0.7807818,0.671505,0.7105513
cg24621354,0.005803652,0.04159316,0.04132807,0.009742483,0.01142087,0.03750341,0.02000655,0.02258803,0.02785852,0.01462379,0.01403881
cg24623271,0.005601665,0.000811633,0.01507175,0.02883229,0.003719844,0.001107821,0.02899056,0.03020112,0.02990233,0.02700469,0.03130483
cg24623694,0.7312666,0.7343413,0.7716146,0.8423862,0.5564526,0.7740902,0.7371061,0.6634569,0.6859714,0.5727587,0.6090384
cg24624819,0.008904843,0.02336621,0.04310354,0.000263315,0.004515671,0.005481237,0.00802286,0.008329223,0.008592345,0.01835648,0.000343592
cg24624841,0.6178011,0.4590751,0.5522119,0.5137767,0.5271834,0.488723,0.5145634,0.4987866,0.5682098,0.3605158,0.3345788
cg24625128,0,0.007430431,0.01392214,0.003911931,0.01204692,0.0122389,0.005977849,0.00694346,0.006275712,0,0.001575197
cg24625388,0,0.007086149,0,0,0,0,0.01646987,0.1053372,0.02657428,0.02006824,0
cg24626923,0.9419466,0.9333529,0.9264637,0.9295748,0.9242412,0.9119913,0.9241549,0.9121472,0.9066107,0.8800323,0.9099994
cg24628744,0.00768527,0.187555,0.02732042,0.060615,0.017432,0.04408947,0.004257014,0.01747873,0.01227525,0.005248903,0
cg24631950,0,0.06704232,0.06029373,0.002020012,0.004351353,0.05561833,0.014122,0.02515961,0.01586271,0.01377308,0
cg24633242,0.01675124,0.02776856,0.02925468,0.04472852,0.01964459,0,0.03038269,0.03042936,0.02932025,0.01943333,0.0126192
cg24633648,0,0.1331248,0.03904757,0.07692308,0.09542711,0.06536168,0.04032927,0.04739252,0.03562325,0.06887758,0.06011544
cg24635866,0.02085258,0,0.009821822,0.002026384,0.002813936,0,0,0.001589152,0.000936633,0,0
cg24636657,0.8394175,0.6977547,0.8171917,0.810842,0.8036992,0.848823,0.8687283,0.8724585,0.8637741,0.8377135,0.8281793
cg24638647,0.03055744,0.04413484,0.04483918,0.03020642,0.02088029,0.008946651,0.02505117,0.03158321,0.03280812,0.02365586,0.02593634
cg24641352,0.60163,0.4964152,0.5128189,0.5724931,0.386194,0.4843524,0.6779311,0.7289705,0.6299602,0.4617468,0.46482
cg24641737,0.8311282,0.7701902,0.780611,0.8032042,0.8534149,0.7781778,0.8313001,0.8637276,0.8394577,0.7547137,0.8100297
cg24642468,0.3552561,0.7014754,0.6429138,0.7262026,0.08708087,0.6292739,0.7291864,0.6825174,0.7679754,0.4778586,0.2938155
cg24642516,0.01020165,0.01892721,0.01964284,0.04328682,0.02161547,0,0.008296655,0.005363078,0.0135978,0,0.001546227
cg24642523,0.8620927,0.09964691,0.8174522,0.7406402,0.09189736,0.8387778,0.09308446,0.1100395,0.1118959,0.315109,0.4088375
cg24642820,0.8356043,0.2834893,0.3932277,0.2965658,0.4994794,0.4168089,0.4623294,0.5296255,0.3902574,0.1652148,0.2077972
cg24643262,0.5733289,0.73252,0.7427588,0.770734,0.8189532,0.7207425,0.7603098,0.6198206,0.738799,0.6795744,0.7297014
cg24645221,0.006749052,0.3655654,0.06052415,0.01058938,0.0266901,0.04825739,0.01803061,0.0299785,0.03037945,0.0165116,0.01547268
cg24646414,0.05789485,0.04373992,0.03763757,0.03928553,0.05093263,0.01762982,0.04989237,0.04699656,0.05178586,0.03319667,0.0270973
cg24646513,0.1120509,0.4384663,0.4418083,0.394036,0.1751022,0.3998385,0.5006347,0.359432,0.5801833,0.3713002,0.3343765
cg24646710,0,0.007827018,0.03656066,0.03542052,0.03407284,0.01624325,0.02754077,0.02291181,0.02969485,0.02282581,0.0112585
cg24647726,0.2791145,0.5739321,0.4659638,0.4720292,0.5733388,0.4278887,0.5439811,0.5880653,0.6182184,0.4285556,0.3890125
cg24648061,0,0.3651835,0.3326866,0.5460907,0.6993647,0.4667759,0.6138968,0.7365673,0.7250703,0.292675,0.2000757
cg24648715,0.5018764,0,0.5185384,0.01167876,0.02274096,0.4805742,0.2393286,0.3765293,0.1750093,0.1152127,8.60E-06
cg24649346,0.01683309,0.03241425,0.01404457,0.04049707,0.01838805,0.01278998,0.01429823,0.02265825,0.01567033,0.01269631,0.001938439
cg24649641,0.01275764,0.008103233,0.01060556,0.03532664,0.02422721,0.02027084,0.02364777,0.04699763,0.03319032,0.02019819,0.01705216
cg24649713,0,0,0,0.01686035,0.002146958,0.01465964,0,0,0,0,0
cg24650229,0.9350644,0.896312,0.888531,0.8817534,0.8965133,0.9065855,0.9031397,0.920108,0.9156048,0.8961884,0.8708189
cg24650353,0.01930158,0.09849856,0.03103699,0.03481006,0.01371688,0.01175594,0.03289901,0.01580757,0.02184113,0.02375996,0.02067616
cg24650394,0.7836664,0.7667848,0.8019342,0.778464,0.8693642,0.82204,0.9029984,0.937304,0.9022723,0.8378922,0.8454631
cg24650501,0,0,0,0.01632536,0,0,0,0.003642168,0,0,0
cg24651706,0.01778533,0.02631566,0.02686478,0.009367427,0.01991521,0.02090818,0.02321607,0.02156021,0.03116028,0.02794758,0.01560621
cg24652271,0.01556199,0.01014407,0.005053295,0.001993402,0.00556499,0.008840397,0.002141388,0.006258392,0.004300313,0.008953199,0.005248483
cg24652919,0.296563,0.2329198,0.3194094,0.2458286,0.1542867,0.2961979,0.3682489,0.2838092,0.3767623,0.1761464,0.1293878
cg24653181,0,0.02786711,0.01533835,0.02948385,0.02040617,0.0124007,0.06674376,0.05683039,0.06767742,0.05065602,0.02729784
cg24653967,0.7680693,0.7018842,0.830914,0.8097374,0.8930607,0.8007657,0.844883,0.8933448,0.8543003,0.8248416,0.8075504
cg24654350,0.5612276,0.5070443,0.5755575,0.6908235,0.487626,0.5542024,0.6838954,0.5655117,0.6526424,0.5603194,0.5682641
cg24654547,0.02830455,0.007955032,0.008438271,0.01950905,0.02225935,0.01880994,0.06099374,0.06772393,0.02441648,0.02222659,0.02352398
cg24655310,0.5915586,0.6141289,0.6650587,0.8371561,0.2704324,0.6549382,0.5709258,0.7473876,0.5898061,0.4670659,0.498873
cg24659201,0.01491986,0.03189186,0.01289687,0.04484421,0.02063191,0.01893939,0.03741202,0.02961011,0.03604785,0.02745804,0.01277545
cg24660086,0.7589039,0.7523014,0.8007735,0.8070418,0.7891409,0.7844542,0.7533543,0.7115268,0.7703245,0.7426671,0.7678091
cg24661752,0.7963451,0.6729268,0.7927144,0.792973,0.9051797,0.8559788,0.8311636,0.8678655,0.8304778,0.8204593,0.853194
cg24662718,0.0204499,0.03077534,0.04731486,0.03452204,0.04085514,0.03290023,0.04621562,0.04335364,0.05577762,0.06676945,0.03222784
cg24662961,0.02357795,0.03343143,0.04631091,0.03851651,0.0410846,0.04264485,0.05930007,0.04555542,0.05378051,0.05191363,0.05048667
cg24664861,0,0.006224657,0.008252782,0.2372469,0.1507614,0,0,0.01424395,0.001073182,0,0
cg24664957,0.7411708,0.5967785,0.6077729,0.6767102,0.6929806,0.6406685,0.6502557,0.6958476,0.682321,0.579918,0.6181683
cg24668150,0.01136329,0.03229035,0.01614132,0.03606786,0.01431208,0.01948873,0.02693714,0.02904479,0.03665205,0.02451072,0.01872583
cg24670151,0.4525547,0.6320147,0.3997324,0.3055052,0.3976664,0.3269129,0.5453793,0.5989291,0.6087481,0.4277819,0.4962118
cg24670715,0.5111825,0.6418175,0.6081567,0.6017137,0.3352658,0.6142218,0.635901,0.5324214,0.6640139,0.6175556,0.5501927
cg24673765,0.8926828,0.05791285,0.163897,0.08340243,0.5239988,0.1614567,0.2408724,0.3004182,0.2974032,0.06720994,0.1068215
cg24674220,0.8400699,0.7388414,0.7447147,0.7895674,0.7895532,0.7889184,0.814906,0.8038042,0.8495863,0.7784628,0.7934356
cg24674703,0.9311332,0.8950542,0.8897977,0.9018947,0.9425285,0.9068555,0.8858576,0.9049285,0.8893883,0.8657448,0.8982636
cg24675098,0,0.02691664,0.01779057,0.03897537,0.008459753,0,0.003413403,0.01084162,0.01175964,0.0123665,0.02035626
cg24677780,0.02449423,0.01559649,0.00592625,0.0299538,0.02137396,0.00729644,0.01475691,0.02274761,0.01693979,0.02319529,0.02181102
cg24678320,0.8800445,0.7668596,0.8701253,0.8907273,0.833438,0.8817647,0.9019294,0.8880968,0.9208561,0.8644457,0.8679686
cg24678429,0,0.01806787,0.005895161,0.01001081,0.02440652,0,0.01049308,0.0222179,0.01456351,0.006510577,0
cg24679082,0,0.02081331,0.000442259,0.004655031,0,0,0.00126095,0.004370667,0,0,0
cg24680602,0.02125487,0,0.01790093,0.05296392,0.02716191,0.01508088,0.06314332,0.0195142,0.03620482,0.02889459,0.007668667
cg24680924,0.003112557,0.009051079,0,0.01025224,0,0,0.0019776,0.004784445,0.004408685,0,0
cg24682149,0.02884219,0.03134371,0.02735114,0.03717998,0.02861135,0.03130205,0.02194744,0.02392335,0.0272306,0.03187572,0.01994094
cg24682740,0.01276973,0.03202567,0.00677523,0.03136545,0.006330091,0.007745923,0.005846843,0.008717319,0.005750683,0,0
cg24683061,0.0156155,0.01580991,0.001727747,0.01595076,0.02671843,0,0.006656959,0.01176924,0.004974689,0.01091187,0.01639244
cg24683129,0,0,0.005950918,0.007746461,0,0,0,0.00625249,0,0,0.000418021
cg24685926,0.02661868,0.04351403,0.04687377,0.02824188,0.03509004,0.009435977,0.0381651,0.0303515,0.02876425,0.04190135,0.03104861
cg24686224,0,0,0.02528743,0.02034053,0,0,0.0156606,0.01070952,0.02021606,0.006471709,0
cg24686358,0.01509814,0.05902041,0.07599215,0.0678814,0.03344134,0.05001092,0.1357415,0.1153288,0.1538258,0.07827951,0.06865439
cg24686542,0,0.0406367,0,0.05830412,0.00580239,0.005563798,0,0,0,0,0
cg24687051,0.01063928,0.00035074,0,0,0.01656269,0,0.02218101,0.008896286,0.01040734,0.01280558,0.01088088
cg24687335,0.004474488,0.001913676,0,0,0.005320854,0,0,0.000646576,0,0,0
cg24687764,0.05027764,0.01879125,0.008002441,0.1121484,0.06662042,0,0.02124026,0.0188511,0.02007437,0.01693708,0.02389688
cg24688248,0.02679649,0.05252905,0.03754709,0.03826326,0.04030124,0.03815869,0.04993742,0.05051527,0.04384042,0.04800867,0.03406742
cg24690731,0.1002128,0.06933238,0.05890935,0.05313006,0.02667707,0.03726071,0.05314834,0.05715015,0.06008818,0.05318724,0.04825793
cg24691255,0.7594349,0.783734,0.8312775,0.8757694,0.9151313,0.8435715,0.8831077,0.9073992,0.8833625,0.8496139,0.8924909
cg24691453,0.8435745,0.7379724,0.7843969,0.8467694,0.7434048,0.8290533,0.7751707,0.7774727,0.7432324,0.670149,0.6946176
cg24691461,0.5664698,0.6278818,0.5641393,0.6176432,0.2343217,0.5267248,0.548117,0.4729294,0.5789556,0.3803782,0.3918444
cg24691578,0.009037192,0.05281595,0.004675533,0.02459592,0.008944399,0.01904612,0.02254762,0.02132303,0.02425584,0.01532385,0.007661088
cg24692716,0.01531514,0.05343868,0.009615185,0.01812582,0.000130942,0,0.02016502,0.016549,0.02311732,0.008443244,0.001114608
cg24692964,0.01203391,0.05473757,0.03188446,0.04601774,0.02614417,0.003306216,0.01219151,0.01184848,0.01764696,0.02900585,0
cg24693053,0.152856,0.05559968,0.06443701,0.05188866,0.04382852,0.04930135,0.1023247,0.3916974,0.05974565,0.1506502,0.0885827
cg24693368,0.1828272,0.01811096,0.06484277,0.04877983,0.1471642,0.05740757,0.0339651,0.03925414,0.040213,0.02514771,0.05116131
cg24693620,0.02340805,0.01383983,0.008768871,0.006195688,0.01014687,0,0.000158128,0.003725712,0,0.004075062,0.000905974
cg24693909,0,0,0.06542704,0.04011144,0.05422624,0.07059629,0.01318304,0.0098268,0.01440071,0,0
cg24694549,0.4373761,0.5926677,0.6552953,0.6793868,0.2747398,0.6253126,0.5785807,0.617248,0.6304621,0.3916126,0.3885467
cg24695828,0.02770794,0.04735703,0.03395399,0.05883978,0.03739228,0.03167989,0.0426854,0.04920525,0.0524393,0.04273345,0.040992
cg24697031,0.8369592,0.7864274,0.8073562,0.8318594,0.797588,0.810585,0.8053557,0.8053973,0.8070808,0.7554163,0.7723775
cg24697184,0.6478785,0.1525799,0.4274088,0.3586363,0.1801156,0.4344422,0.4395984,0.450976,0.4063736,0.1827789,0.1162726
cg24697329,0.9191915,0.8733246,0.8659546,0.8739223,0.9229057,0.8777317,0.8871064,0.9082214,0.8809475,0.7990792,0.8637545
cg24697682,0,0.02419898,0.003400704,0.02392788,0.01142367,0.000173586,0.009625555,0.01644527,0.01030432,0.01218436,0.006450169
cg24698533,0.5345881,0.531526,0.6842053,0.6608897,0.4832161,0.6876534,0.7197031,0.7026421,0.7534137,0.6053858,0.6039863
cg24698622,0.04358952,0.03147218,0.04117355,0.05617532,0.03116365,0.04534755,0.05769476,0.04950679,0.07087517,0.03893268,0.04224391
cg24701874,0,0.004040484,0.01813055,0.002741046,0.02495281,0,0.01075741,0.01148844,0.007871813,0.004531974,0
cg24703623,0.05491762,0.07598115,0.06991157,0.07330354,0.0751678,0.07361256,0.0516221,0.0530819,0.05582704,0.09770955,0.09521017
cg24703717,0.01803912,0.02262933,0.003470727,0.003016755,0.01398365,0.0170623,0.07815143,0.07130024,0.07641727,0.03944142,0.04444977
cg24705286,0,0.01535073,0.000437456,0.01029774,0.00060162,0.001548261,0.001870428,0.02237176,0.000501906,0.002384695,0
cg24709471,0.1184445,0.1488959,0.1431545,0.1543875,0.1300864,0.1623301,0.1503544,0.1489144,0.120507,0.1127744,0.1086072
cg24710073,0.5962238,0.3274837,0.5864431,0.4924796,0.5024651,0.6918586,0.6221731,0.6003922,0.5586524,0.5041198,0.4735942
cg24710886,0.06091256,0.04939402,0.05513703,0.05857277,0.03793354,0.04803957,0.07939656,0.06049782,0.07120311,0.04802494,0.04480916
cg24711626,0,0.007527083,0,0.002491156,0.007879463,0,0,0,0,0,0
cg24711914,0.2195307,0.358074,0.5098933,0.7155151,0.6345465,0.5319966,0.7422731,0.7704988,0.7534692,0.4294106,0.5518072
cg24712395,0.9020067,0.8468003,0.8646405,0.8669222,0.8102212,0.8393983,0.7915281,0.8485268,0.8263255,0.7904136,0.8092102
cg24713080,0.08205725,0.3585708,0.191544,0.1587945,0.06113335,0.1806642,0.2643782,0.2332833,0.3418139,0.1252318,0.1338612
cg24713204,0.4814879,0.3324308,0.5246017,0.5102615,0.01876657,0.5824702,0.02237223,0.01778661,0.02269222,0.1567663,0.1732603
cg24714666,0.5108305,0.05034939,0.4522917,0.02125602,0.01030897,0.4990835,0.2276438,0.09691459,0.3812281,0.5256288,0.5153109
cg24715106,0.00249045,0.007887951,0.0038464,0.01463106,0,0.002003674,0.00797249,0.004866833,0.00499061,0.006562465,0.003188181
cg24715245,0.03024728,0.01498351,0.02151977,0.01869204,0.02663625,0.01303841,0.02955697,0.02293731,0.01809763,0.04229892,0.03535709
cg24715735,0.850526,0.7306664,0.8519039,0.8044347,0.9024753,0.8946675,0.8459364,0.7589974,0.828741,0.6682035,0.7475454
cg24719575,0,0.0288435,0.006548839,0.02800986,0.004086825,0.004295735,0.003902171,0.01136168,0.007771795,0.002666984,0
cg24719601,0.009258983,0.01662955,0.04457526,0.04998697,0.02904608,0.04736453,0.03292072,0.04194342,0.03682412,0.03674319,0.02957812
cg24719984,0.03738876,0.02340177,0.0427105,0.05570585,0.06467446,0.03766337,0.06782119,0.06342663,0.06025733,0.02424888,0.02601641
cg24723331,0.002594893,0.01922476,0.005508689,0.008172203,0.1010468,0.0174621,0.01656204,0.01577342,0.01762434,0.00833539,0.002106128
cg24724583,0.2348622,0.2194338,0.2489153,0.1946844,0.4483441,0.3003729,0.2693249,0.3331797,0.2677435,0.2363666,0.253161
cg24727182,0.01474913,0.02105211,0.01114813,0.01564704,0.01565302,0.02104086,0.01340505,0.01913889,0.01840059,0.01647843,0.02505554
cg24727203,0,0.05981932,0.02567659,0.08109888,0.02068984,0.01456795,0.03655076,0.04093982,0.04554314,0.00672763,0
cg24727568,0.01586339,0.01238521,0.01895336,0.02050912,0.01262269,0.01706618,0.02816564,0.02887626,0.0356636,0.02476083,0.019505
cg24728447,0,0,0.02797456,0.03569059,0.004231877,0,0.007010748,0.01133425,0.0149351,0.007797713,0
cg24730207,0.9522669,0.890736,0.912007,0.9423543,0.9368389,0.9250402,0.901732,0.9217561,0.9093493,0.8612422,0.9148955
cg24731756,0,0.01056848,0.005439159,0,0.001922411,0,0,0.00399066,0.002292664,0,0
cg24733384,0.05956539,0.01838244,0.08624478,0.0715704,0.05020712,0.08737321,0.06546122,0.07967622,0.07944234,0.05376783,0.05096925
cg24734575,0.9190611,0.7984829,0.9169217,0.8968377,0.9279633,0.9402036,0.9071032,0.9215564,0.9295496,0.9313276,0.9414979
cg24735489,0.8610337,0.8498437,0.8175477,0.889929,0.8232369,0.8433482,0.8532469,0.8298349,0.8458347,0.7888967,0.7971386
cg24735937,0.651368,0.5228327,0.5028639,0.6218014,0.7821187,0.4985642,0.6935298,0.7014072,0.6846426,0.5795896,0.6094189
cg24736099,0.4545891,0.2359519,0.6139961,0.7272905,0.7019326,0.6469479,0.7754728,0.8199342,0.8181186,0.6738271,0.7536946
cg24737900,0.05783622,0.04494271,0.04564424,0.0384034,0.02719655,0.04445831,0.05729293,0.05688109,0.06191489,0.07199893,0.0604155
cg24738006,0,0.00123445,0.01498074,0.02385258,0.005242241,0,0.01092479,0.01339842,0.01532462,0.01109356,0.005404797
cg24739326,0.06665685,0.08178373,0.08948466,0.07492695,0.08252062,0.02889935,0.03509669,0.04067506,0.03670678,0.06596291,0.03954782
cg24740435,0,0.03836679,0,0.05196009,0.02405188,0.03747548,0.02213543,0.02054506,0.02011773,0.02747927,0.02204197
cg24743283,0,0,0.02355213,0,0.0243992,0,0.001544762,0.01633053,0.01462104,0,0
cg24743310,0.6037451,0.8501129,0.8491052,0.8587035,0.6633609,0.8270895,0.8686367,0.7406623,0.87002,0.8297428,0.8362646
cg24744425,0.009160563,0.03598377,0,0.01846564,0.01854655,0,0.02464152,0.01337423,0.01330868,0.017161,0.01225643
cg24745738,0.08139716,0.2174908,0.1390303,0.6022465,0.04633286,0.1619099,0.2111588,0.2127425,0.2066083,0.01940163,0.02850363
cg24747122,0.5231333,0.3974365,0.7014818,0.5971092,0.5166031,0.5960413,0.7377628,0.7673529,0.7645624,0.4431928,0.4354472
cg24747396,0,0.03822152,0.05085346,0.05982532,0.02823406,0.03692,0.07650673,0.06882259,0.08795565,0.0508913,0.0476131
cg24748786,0.2655113,0.5227884,0.4785838,0.5320578,0.3714847,0.5191143,0.5870571,0.594864,0.6209213,0.3882855,0.35783
cg24748945,0.1937675,0.04031286,0.1245417,0.1462258,0.2832681,0.1528486,0.1788046,0.1746859,0.1555163,0.1637898,0.1748998
cg24749970,0,0.01165189,0,0.007822263,0.000362284,0,0.000241453,0,0,0,0
cg24750391,0.8433479,0.2171807,0.7564113,0.7380167,0.8996766,0.7570471,0.3214056,0.5097494,0.2323994,0.6935091,0.7645357
cg24751129,0.2726331,0.2154767,0.3546253,0.2676621,0.4074511,0.3145295,0.3490826,0.4973165,0.3481444,0.2075973,0.1664557
cg24754277,0.01108351,0.2082218,0.02769673,0.0207859,0,0.02764329,0.05240193,0.07291645,0.07781217,0.04202469,0
cg24758027,0,0.08081634,0.01273597,0.07931714,0.001554195,0.01652752,0.03532412,0.03681271,0.05067349,0.01583851,0.02450686
cg24759821,0.04967186,0.05294056,0.0442711,0.05254417,0.05612535,0.03889651,0.06284966,0.09076073,0.06273223,0.01958153,0.01914404
cg24760768,0.7615882,0.7921978,0.7828375,0.8855644,0.8555287,0.9401515,0.9328551,0.9625266,0.9405206,0.7844238,0.8193843
cg24762359,0.03284623,0,0.01227921,0.01198628,0.009503622,0.00200278,0.009721279,0.02309264,0.005916645,0.009623292,0.008086175
cg24762437,0.009508897,0.003658579,0.000700049,0.02378177,0.001145149,0,0.005500605,0.007354536,0.005964159,0.002327757,0.002388678
cg24765005,0.3364789,0,0.4488198,0.04335405,0.005154402,0.5104378,0.3763468,0.3242325,0.4009105,0.1035316,0.001180378
cg24765079,0.07285249,0.01416513,0.02860265,0.0405789,0.01418455,0.02296539,0.03571988,0.1008038,0.03451363,0.03427557,0.01640496
cg24765446,0.8017554,0.7207624,0.7671176,0.7162492,0.7943848,0.7917761,0.8158281,0.8241017,0.8177844,0.7341207,0.731765
cg24767315,0,0,0,0,0,0,0,0.003031412,0.000328007,0,0
cg24768561,0.1585128,0.16789,0.1989337,0.2316357,0.06165911,0.2142237,0.2375456,0.3101186,0.229276,0.07260746,0.05668472
cg24769045,0.01811389,0.01333401,0.02099966,0.02422034,0.01754704,0.006826633,0.01975247,0.02513462,0.02078164,0.01640042,0.02487684
cg24770649,0.0232687,0.02667258,0.02752546,0.03410894,0.0338141,0.02636809,0.02757703,0.03258868,0.0325452,0.03962901,0.03013029
cg24770850,0.002384397,9.40E-05,0,0,0.000810308,0,0.01732697,0.01367567,0.01474932,0.004841898,0.005491117
cg24774956,0.325117,0.7474153,0.5450263,0.537833,0.389976,0.5422708,0.7458478,0.5286084,0.7152228,0.6533102,0.6084712
cg24775607,0.9613284,0.9458197,0.942311,0.958043,0.849251,0.9269852,0.9184526,0.9501759,0.8940824,0.8590307,0.8587253
cg24776019,0.4399849,0.7025453,0.7701515,0.7548059,0.8521771,0.8220602,0.8440441,0.8766951,0.8332095,0.8169163,0.8163186
